dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180808-004203_194_live,0,ER,train,Hi,Greeting,0.0,0
P4G,20180808-004203_194_live,1,EE,train,hello,Greeting,0.0,0
P4G,20180808-004203_194_live,2,ER,train,Would you like to help an important cause?,Requesting participation in a cause,0.0,0
P4G,20180808-004203_194_live,3,EE,train,Depends on which one you are talking about.,Seeking clarification,0.0,0
P4G,20180808-004203_194_live,4,ER,train,It's for children,Providing additional information,0.0,0
P4G,20180808-004203_194_live,5,EE,train,Sounds interesting but can you be a bit more specific?,Requesting more specific information,0.0,0
P4G,20180808-004203_194_live,6,ER,train,It's called SAVE the CHILDREN.,Providing the name of the cause,0.0,0
P4G,20180808-004203_194_live,7,ER,train,It help poor kids in need of food and shelter,Explaining the cause's purpose,0.0,0
P4G,20180808-004203_194_live,8,EE,train,Does it help children in this country or in another country?,Seeking clarification on the scope of the cause,0.0,0
P4G,20180808-004203_194_live,9,ER,train,It helps kids in this country,Clarifying the scope of the cause,0.0,0
P4G,20180808-004203_194_live,10,EE,train,Great!,Expressing approval,0.0,0
P4G,20180808-004203_194_live,11,EE,train,I believe my money should first focus on children in need in this country.,Expressing personal belief,0.0,0
P4G,20180808-011341_389_live,0,ER,train,Hello.,Greeting the other person.,0.5,1
P4G,20180808-011341_389_live,1,ER,train,I have a story to share with you.,Introducing the purpose of the conversation.,0.5,1
P4G,20180808-011341_389_live,2,EE,train,Of course im hear to listen .,Expressing willingness to listen.,0.5,1
P4G,20180808-011341_389_live,3,ER,train,I just donated to Save the Children and feel like it will be super helpful.,Sharing a recent charitable action.,0.5,1
P4G,20180808-011341_389_live,4,ER,train,There was a child who died of hunger and I think my donation will help other children.,Providing context and reasoning for the donation.,0.5,1
P4G,20180808-011341_389_live,5,EE,train,Yes i believe it most DEFINETLY will make a big impact on others lives and its amazing to see such kind hearted people like yourself do so.,Affirming the positive impact of the donation and complimenting the speaker.,0.5,1
P4G,20180808-011341_389_live,6,ER,train,Thanks!,Expressing gratitude.,0.5,1
P4G,20180808-011341_389_live,7,ER,train,"I just read that The United Nations estimated last year 25,000 people still die of hunger daily.",Sharing a fact to emphasize the severity of the issue.,0.5,1
P4G,20180808-011341_389_live,8,ER,train,That means more than 9.1 million people die of hunger every year.,Providing additional context to highlight the problem.,0.5,1
P4G,20180808-011341_389_live,9,EE,train,"Yes its such a sad thing to see happen myself and family are very kind hearted and feel for all the people around the world who are suffering from this , And would love to make a change and to help .",Expressing empathy and a desire to help.,0.5,1
P4G,20180808-011341_389_live,10,ER,train,Great to hear there are still kind hearted people to help people suffering!,Expressing appreciation for others' kindness.,0.5,1
P4G,20180808-011341_389_live,11,ER,train,It makes me angry to know of so many children in danger in the world.,Expressing frustration about the issue.,0.5,1
P4G,20180808-011341_389_live,12,EE,train,Yes its so sad how people can go about their day and not think of those who are in great need !,Agreeing and expressing sadness about the situation.,0.5,1
P4G,20180808-011341_389_live,13,EE,train,Especially those who are very wealthy themselves and don't care to make a difference,Criticizing wealthy individuals who do not help.,0.5,1
P4G,20180808-011341_389_live,14,ER,train,I agree!,Agreeing with the previous statement.,0.5,1
P4G,20180808-011341_389_live,15,ER,train,I certainly am not wealthy but still try to make donation as often as I can.,Sharing personal financial status and commitment to donating.,0.5,1
P4G,20180808-011341_389_live,16,ER,train,"There are some wealthy people that are great philanthropists, but I think more people like you and I are needed to make even small donations.",Emphasizing the importance of small donations from many people.,0.5,1
P4G,20180808-011341_389_live,17,ER,train,Have you ever been to the Save the Children website?  URL,Inquiring if the other person is familiar with the charity.,0.5,1
P4G,20180808-011341_389_live,18,EE,train,Yes most definitely i totally agree with you!,Agreeing with the previous statement.,0.5,1
P4G,20180808-011341_389_live,19,EE,train,Yes i do i actually watch a family on youtube that raises money every year live streaming for save the children and all the money they receive goes to save the children,Sharing personal experience related to the charity.,0.5,1
P4G,20180808-011341_389_live,20,ER,train,You can make a donation from your incoming earning from this task to Save the Children.,Suggesting a way to donate.,0.5,1
P4G,20180808-011341_389_live,21,ER,train,Even just a small amount makes a difference?,Encouraging even small donations.,0.5,1
P4G,20180808-011341_389_live,22,ER,train,I just realized I sound like a telemarketer!,Self-reflecting on the tone of the conversation.,0.5,1
P4G,20180808-011341_389_live,23,ER,train,Can you donate part of your payment?,Directly asking for a donation.,0.5,1
P4G,20180808-011341_389_live,24,ER,train,I think we should.,Expressing a collective responsibility to donate.,0.5,1
P4G,20180808-011341_389_live,25,EE,train,As of right now i honestly would but i dont have the funds for it if their are other ways im albe to get others to donate as well and help out in any way possible i will be more then willing to do so..,Explaining current financial constraints and willingness to help in other ways.,0.5,1
P4G,20180808-011341_389_live,26,ER,train,Even just a small donation helps.,Reiterating the value of small donations.,0.5,1
P4G,20180808-013755_350_live,0,ER,train,Good morning.,Greeting the other participant,2.0,1
P4G,20180808-013755_350_live,1,ER,train,It is early in the morning on the East Coast of the USA where I am.,Providing context about their location and time,2.0,1
P4G,20180808-013755_350_live,2,ER,train,Where are you located,Inquiring about the other participant's location,2.0,1
P4G,20180808-013755_350_live,3,EE,train,good morning too and am also same as your location,Responding to the greeting and sharing their location,2.0,1
P4G,20180808-013755_350_live,4,ER,train,Well we are up early.,Commenting on the early hour,2.0,1
P4G,20180808-013755_350_live,5,ER,train,This chat is really I think to talk about various charities and activities.,Introducing the main topic of the conversation,2.0,1
P4G,20180808-013755_350_live,6,ER,train,Do you do a lot of charity work.,Inquiring about the other participant's involvement in charity work,2.0,1
P4G,20180808-013755_350_live,7,ER,train,I do a fair amount,Sharing their own involvement in charity work,2.0,1
P4G,20180808-013755_350_live,8,EE,train,ok what can i help with that,Asking how they can assist with the topic,2.0,1
P4G,20180808-013755_350_live,9,ER,train,I do mostly charity walks and donations.,Describing the type of charity work they do,2.0,1
P4G,20180808-013755_350_live,10,ER,train,How about you,Inquiring about the other participant's charity activities,2.0,1
P4G,20180808-013755_350_live,11,EE,train,i did only charity walks and rare to take the donations,Sharing their own charity activities,2.0,1
P4G,20180808-013755_350_live,12,ER,train,Charity walks are great.,Expressing approval of charity walks,2.0,1
P4G,20180808-013755_350_live,13,ER,train,I usually like to focus on charities that help children since I think they are most vulnerable,Explaining their focus on children's charities,2.0,1
P4G,20180808-013755_350_live,14,EE,train,i also usually focus that,Agreeing with the focus on children's charities,2.0,1
P4G,20180808-013755_350_live,15,ER,train,"Often times I do ones that deal with local family shelters with children, cancer for children etc but many times I do Unicef and Save the Children.",Providing examples of specific charities they support,2.0,1
P4G,20180808-013755_350_live,16,ER,train,Have you heard of those,Asking if the other participant is familiar with those charities,2.0,1
P4G,20180808-013755_350_live,17,EE,train,i mostly deal with friend and other persons,Describing their own approach to charity work,2.0,1
P4G,20180808-020257_457_live,0,ER,train,"Hello, how are you today?",Initiate conversation and greet,1.0,1
P4G,20180808-020257_457_live,1,EE,train,I am doing good and you?,Respond to greeting and reciprocate inquiry,1.0,1
P4G,20180808-020257_457_live,2,ER,train,"I am fine thanks, It's not been a long time I am on MTurk, but It is interesting how they are working on donating, Are you interested in donating?",Share personal experience and inquire about interest in donating,1.0,1
P4G,20180808-020257_457_live,3,EE,train,"Yes I donate to a few causes like breast cancer for women, autism awareness and March of dimes for children.",Express interest and share personal donation activities,1.0,1
P4G,20180808-020257_457_live,4,ER,train,that is so nice of you.,Compliment the other person,1.0,1
P4G,20180808-020257_457_live,5,ER,train,"Have you ever heard about the organization ""Save the Children"" ?",Inquire about familiarity with a specific organization,1.0,1
P4G,20180808-020257_457_live,6,EE,train,Yes I have but don't know a whole lot about them since there are so many children related charities.,Acknowledge familiarity but express limited knowledge,1.0,1
P4G,20180808-020257_457_live,7,ER,train,This is one of the biggest charities working for children.,Provide information about the organization,1.0,1
P4G,20180808-020257_457_live,8,ER,train,They work in almost 120 countries and on different issues related to children.,Expand on the organization's scope and activities,1.0,1
P4G,20180808-020257_457_live,9,EE,train,OK I will educate myself on them when we are done with our conversation.,Express intention to learn more after the conversation,1.0,1
P4G,20180808-020257_457_live,10,ER,train,"That is good, We can talk about it too.",Offer to discuss the organization further,1.0,1
P4G,20180808-020257_457_live,11,ER,train,It is their website if you like to visit:  URL,Provide a resource (website URL) for further information,1.0,1
P4G,20180808-020257_457_live,12,EE,train,OK thanks.,Acknowledge receipt of the resource,1.0,1
P4G,20180808-020257_457_live,13,EE,train,I reviewed the site quickly.,Indicate having reviewed the provided resource,1.0,1
P4G,20180808-020257_457_live,14,EE,train,Sure is sad to see so many children in distress around the world.,Express empathy and concern for children in distress,1.0,1
P4G,20180808-020257_457_live,15,ER,train,"Yes it makes me very sad too, but it is also nice to be able to help small even small amount.",Express shared sadness and the importance of helping,1.0,1
P4G,20180808-020257_457_live,16,ER,train,I have a soft heart for children,Share personal sentiment towards children,1.0,1
P4G,20180808-020257_457_live,17,EE,train,"Me too, since I am a parent of 2 children myself.",Relate personal experience as a parent,1.0,1
P4G,20180808-022005_838_live,0,ER,train,"Hello, how are you today.",Greeting and initiating conversation,0.0,0
P4G,20180808-022005_838_live,1,EE,train,"Very well, thank you.",Responding to greeting,0.0,0
P4G,20180808-022005_838_live,2,EE,train,And you?,Inquiring about the other person's well-being,0.0,0
P4G,20180808-022005_838_live,3,ER,train,"I'm great, thank you.",Responding to inquiry and expressing well-being,0.0,0
P4G,20180808-022005_838_live,4,ER,train,I'm wondering if I can have a moment of your time to talk to you about a charity program I work with?,Requesting time to discuss a charity program,0.0,0
P4G,20180808-022005_838_live,5,EE,train,Sure.,Agreeing to listen,0.0,0
P4G,20180808-022005_838_live,6,EE,train,Go right ahead.,Encouraging the speaker to proceed,0.0,0
P4G,20180808-022005_838_live,7,ER,train,Thank you.,Expressing gratitude,0.0,0
P4G,20180808-022005_838_live,8,ER,train,"I'm hoping you would like to donate some of your task payment to the charity 'Save the Children', and organization that promotes children's rights and supports children in developing countries.",Requesting a donation and providing information about the charity,0.0,0
P4G,20180808-022005_838_live,9,EE,train,"I would be interested in doing do, however I must tell you I am generally very skeptical about charity orginizations in general.",Expressing interest but also skepticism about charities,0.0,0
P4G,20180808-022005_838_live,10,EE,train,I know of many that I do not support due to the 6 figure salaries of the CEO.,Providing reasons for skepticism,0.0,0
P4G,20180808-022005_838_live,11,EE,train,"And the fact that not much of the donation actually get to the ""cause"".",Further elaborating on reasons for skepticism,0.0,0
P4G,20180808-022005_838_live,12,ER,train,I completely understand the skepticism due to a tenfold of shady organizations these days.,Acknowledging and understanding the skepticism,0.0,0
P4G,20180808-022005_838_live,13,ER,train,"However, I can guarantee you Save the Children is a professional organization that promises their donations go to a trustable fund to support international children's causes.",Assuring the credibility of the charity,0.0,0
P4G,20180808-022005_838_live,14,EE,train,"You have my attention, however this HIT is running Very long for 2 bucks already.",Expressing interest but concern about the time spent,0.0,0
P4G,20180808-022005_838_live,15,ER,train,So can I conclude that you'd like to donate to the charity now?,Seeking confirmation for the donation,0.0,0
P4G,20180808-022005_838_live,16,ER,train,Your donation will be directly deducted from your task payment.,Explaining the donation process,0.0,0
P4G,20180808-022005_838_live,17,EE,train,"No, you may not draw that conclusion yet.",Declining to confirm the donation,0.0,0
P4G,20180808-022005_838_live,18,EE,train,I still know nothing about the charity and I\'m already a half hour into a 2 dollar HIT.,Expressing frustration about the time spent and lack of information,0.0,0
P4G,20180808-022005_838_live,19,EE,train,"I do not do this ""only"" for the money, but to try and help any way I can.",Explaining motivation beyond monetary gain,0.0,0
P4G,20180808-022005_838_live,20,EE,train,That\'s the only reason I\'m still here.,Reiterating motivation for staying in the conversation,0.0,0
P4G,20180808-022730_384_live,0,ER,train,Hello how are you?,Initiate conversation,0.0,0
P4G,20180808-022730_384_live,1,EE,train,"Hey, I am doing well",Respond to greeting,0.0,0
P4G,20180808-022730_384_live,2,ER,train,I have a friend of mine in another country who lost a child today to hunger,Share a tragic news,0.0,0
P4G,20180808-022730_384_live,3,EE,train,That is terrible.,Express sympathy,0.0,0
P4G,20180808-022730_384_live,4,EE,train,Are there any charities that work in that area?,Inquire about possible solutions,0.0,0
P4G,20180808-022730_384_live,5,ER,train,Yeah.,Confirm availability of charities,0.0,0
P4G,20180808-022730_384_live,6,ER,train,It's really sad we have the money to just splurge on stuff in our normal every day lives but we can't spend just a few bucks a month or year for the children!,Express frustration about societal priorities,0.0,0
P4G,20180808-022730_384_live,7,EE,train,It hurts my heart when I see those children's charity commercials.,Express emotional impact,0.0,0
P4G,20180808-022730_384_live,8,ER,train,Yeah I know.,Agree with EE's sentiment,0.0,0
P4G,20180808-022730_384_live,9,ER,train,What do you think we can do?,Seek suggestions for action,0.0,0
P4G,20180808-022730_384_live,10,ER,train,Donate some money maybe?,Suggest a possible action,0.0,0
P4G,20180808-022730_384_live,11,EE,train,30 dollars a month can change a child's life,Provide specific information about donation impact,0.0,0
P4G,20180808-022730_384_live,12,ER,train,Yeah I know this great charity called Save the Children that takes money for this exact type of issue.,Recommend a specific charity,0.0,0
P4G,20180808-022730_384_live,13,ER,train,We should donate to them!,Encourage action,0.0,0
P4G,20180808-022730_384_live,14,EE,train,I know!,Express agreement,0.0,0
P4G,20180808-022730_384_live,15,EE,train,What a worthwhile cause!,Affirm the value of the cause,0.0,0
P4G,20180808-022730_384_live,16,ER,train,They also have a website  URL if you would like to look it up and make sure it's a legit organization,Provide additional information for verification,0.0,0
P4G,20180808-030338_328_live,0,ER,train,I want to tell you a little about a charity called Save the Children.,Introduce the topic of Save the Children charity,0.0,0
P4G,20180808-030338_328_live,1,ER,train,It is a non-profit organization that acts globally to promote children's rights.,Provide basic information about the organization,0.0,0
P4G,20180808-030338_328_live,2,ER,train,It also helps children in developing countries obtain necessary support and relief from their poverty and other troubles.,Explain the organization's mission and activities,0.0,0
P4G,20180808-030338_328_live,3,ER,train,It's truly a great organization that does amazing work.,Express a positive opinion about the organization,0.0,0
P4G,20180808-030338_328_live,4,EE,train,"Oh yeah, I donate to world vision, its the best for kids",Share personal experience with a similar charity,0.0,0
P4G,20180808-030338_328_live,5,ER,train,That's nice.,Acknowledge the listener's contribution,0.0,0
P4G,20180808-030338_328_live,6,ER,train,It's another good organization.,Agree and validate the listener's choice,0.0,0
P4G,20180808-030338_328_live,7,ER,train,Save the Children also a great and very professional organization.,Reiterate the quality of Save the Children,0.0,0
P4G,20180808-030338_328_live,8,ER,train,They are credentialed internationally and have a great reputation for using their money wisely.,Highlight the organization's credentials and reputation,0.0,0
P4G,20180808-030338_328_live,9,ER,train,Children everyday are dying of hunger and violence so it's really important to donate to help them.,Emphasize the urgency and importance of donations,0.0,0
P4G,20180808-030338_328_live,10,EE,train,"oh wow, that sounds important",Express realization of the importance,0.0,0
P4G,20180808-030338_328_live,11,ER,train,Yes.,Confirm the listener's realization,0.0,0
P4G,20180808-030338_328_live,12,ER,train,"They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves.",Detail the specific services provided by the organization,0.0,0
P4G,20180808-030338_328_live,13,EE,train,who do they help,Inquire about the beneficiaries of the organization,0.0,0
P4G,20180808-030338_328_live,14,ER,train,They help 157 million children in 120 countries worldwide,Provide specific data on the beneficiaries,0.0,0
P4G,20180808-030338_328_live,15,EE,train,wow that is a huge number isnt it,Express amazement at the scale of the organization's impact,0.0,0
P4G,20180808-030454_242_live,0,ER,train,"Hello, how are you today?",Initiate conversation and express politeness,0.25,1
P4G,20180808-030454_242_live,1,EE,train,"hi,it was another day",Respond to greeting and share personal state,0.25,1
P4G,20180808-030454_242_live,2,ER,train,"I see, same here for me.",Acknowledge and relate to the shared state,0.25,1
P4G,20180808-030454_242_live,3,ER,train,Have you every tried donation through HITs?,Introduce the topic of donation through HITs,0.25,1
P4G,20180808-030454_242_live,4,EE,train,ya recently i too tried children's charity regarding their studies.,Share personal experience with children's charity,0.25,1
P4G,20180808-030454_242_live,5,EE,train,it makes me good,Express positive feelings about donating,0.25,1
P4G,20180808-030454_242_live,6,ER,train,"I usually donate a good part of my bonus in different studies, but I specially have a soft heart for children.",Share personal donation habits and express empathy for children,0.25,1
P4G,20180808-030454_242_live,7,ER,train,"Have you ever heard about ""Save the Children"" before?","Inquire about familiarity with ""Save the Children""",0.25,1
P4G,20180808-030454_242_live,8,EE,train,"children must be educated i didn\'t heard about  ""save the children"" what is the procedure of giving donation?",Express support for children's education and inquire about donation procedure,0.25,1
P4G,20180808-030454_242_live,9,ER,train,They work on different issues in almost 120 countries.,Provide information about the charity's scope,0.25,1
P4G,20180808-030454_242_live,10,ER,train,"They work on education, hunger, health and emergency issues.",Elaborate on the charity's focus areas,0.25,1
P4G,20180808-030454_242_live,11,EE,train,really it is pleased to hear this who s taking care of this charity?,Express interest and inquire about the charity's management,0.25,1
P4G,20180808-030454_242_live,12,EE,train,how they managing in 120 countries?,Inquire about the charity's operational logistics,0.25,1
P4G,20180808-030454_242_live,13,ER,train,"they either have parties, or they travel to those countries.",Explain the charity's operational methods,0.25,1
P4G,20180808-030454_242_live,14,ER,train,"There are big groups working with them, like IKEA and Walt Disney Studios.",Mention partnerships with well-known organizations,0.25,1
P4G,20180808-030454_242_live,15,ER,train,you can read more on this link:  URL s/about-us/leadership-and-trustees,Provide a link for more information,0.25,1
P4G,20180808-030454_242_live,16,EE,train,sure i will check this link.,Express intention to check the provided link,0.25,1
P4G,20180808-030454_242_live,17,EE,train,is there any procedure to join as a member in that group?,Inquire about membership procedure,0.25,1
P4G,20180808-030454_242_live,18,EE,train,even a normal people from middle class can join in that group?,Inquire if middle-class individuals can join,0.25,1
P4G,20180808-030454_242_live,19,ER,train,I believe everyone can join to help.,Express belief that everyone can join to help,0.25,1
P4G,20180808-030454_242_live,20,ER,train,I've talked to someone who worked there and she already traveled to Africa.,Share anecdote about someone who worked with the charity,0.25,1
P4G,20180808-032041_562_live,0,ER,train,Have you ever heard of the 'Save The Children' charity?,Initiate conversation about a specific charity,0.0,0
P4G,20180808-032041_562_live,1,EE,train,I have!,Confirm knowledge of the charity,0.0,0
P4G,20180808-032041_562_live,2,EE,train,I think it's a great chairty.,Express positive opinion about the charity,0.0,0
P4G,20180808-032041_562_live,3,ER,train,I think the work they do is great.,Express agreement and positive opinion about the charity,0.0,0
P4G,20180808-032041_562_live,4,ER,train,Helping kids in impoverished nation is a really noble thing to do.,Elaborate on the noble work of the charity,0.0,0
P4G,20180808-032041_562_live,5,EE,train,"I agree, how frequently do you donate?",Inquire about the frequency of donations,0.0,0
P4G,20180808-032041_562_live,6,ER,train,"I generally do my charitable donations around Christmas, when I had an influx of extra cash.",Share personal donation habits,0.0,0
P4G,20180808-032041_562_live,7,ER,train,You?,Prompt the other person to share their donation habits,0.0,0
P4G,20180808-032041_562_live,8,EE,train,"Similiar, I only donate when I have the money to spare.",Share personal donation habits,0.0,0
P4G,20180808-032041_562_live,9,ER,train,You can help now!,Encourage immediate action to donate,0.0,0
P4G,20180808-032041_562_live,10,ER,train,You can donate any amount from your task payment to Save the Children now if you'd like.,Provide specific instructions on how to donate,0.0,0
P4G,20180808-032041_562_live,11,EE,train,"I'm not sure if I want to, but I can give a little.",Express hesitation but willingness to donate a small amount,0.0,0
P4G,20180808-032041_562_live,12,ER,train,How much would you like to give?,Inquire about the specific amount the other person wants to donate,0.0,0
P4G,20180808-032041_562_live,13,ER,train,The research team will collect all donations and send them to Save the Children.,Explain the process of collecting and sending donations,0.0,0
P4G,20180808-032124_114_live,0,ER,train,Have you thought about how much of the reward for this HIT you want to donate to Save the Children?,Inquire about willingness to donate,0.0,0
P4G,20180808-032124_114_live,1,EE,train,I do not want to donate any of my reward for this hit.,Decline to donate,0.0,0
P4G,20180808-032124_114_live,2,EE,train,I make donations to charity regularly but not from jobs that I do.,Justify decision not to donate from job earnings,0.0,0
P4G,20180808-032124_114_live,3,ER,train,"Save the Children is a great international no-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Promote the charity's mission,0.0,0
P4G,20180808-032124_114_live,4,ER,train,It has a very low overhead and almost all the money donated to it is directly used to help children.,Highlight charity's efficiency,0.0,0
P4G,20180808-032124_114_live,5,EE,train,I know that it is a good organization and I support them.,Acknowledge charity's value,0.0,0
P4G,20180808-032124_114_live,6,EE,train,However I am not getting a reward from this hit.,Clarify perspective on reward,0.0,0
P4G,20180808-032124_114_live,7,EE,train,I am spending my time completing it so I am being paid for a job.,Emphasize personal effort,0.0,0
P4G,20180808-032124_114_live,8,EE,train,I want the money to do with as I choose.,Assert control over reward usage,0.0,0
P4G,20180808-032124_114_live,9,ER,train,Save the Children has helped build hundreds of schools in developing nations around the world.,Provide additional information about charity's impact,0.0,0
P4G,20180808-032124_114_live,10,ER,train,They've educated many children who have gone on to do important medical and other life saving jobs.,Emphasize charity's success stories,0.0,0
P4G,20180808-032124_114_live,11,EE,train,I still do not want to make a donation from this money.,Reiterate refusal to donate,0.0,0
P4G,20180808-032124_114_live,12,ER,train,"Another example is in Syria over 1,000 children have already been killed this year!",Highlight urgent need in Syria,0.0,0
P4G,20180808-032124_114_live,13,ER,train,Save the Children is helping to evacuate as many children as possible from that country.,Describe charity's efforts in crisis,0.0,0
P4G,20180808-032124_114_live,14,ER,train,Don't you think every child deserves a long and happy life?,Appeal to moral responsibility,0.0,0
P4G,20180808-032124_114_live,15,EE,train,Yes I do think that they do.,Agree with moral sentiment,0.0,0
P4G,20180808-032124_114_live,16,ER,train,Don't you want to be part of the solution by giving as much money as possible to Save the Children so they can help as many children as possible?,Encourage participation in solution,0.0,0
P4G,20180808-032124_114_live,17,EE,train,I do not want to make a donation today.,Reiterate refusal to donate,0.0,0
P4G,20180808-032124_114_live,18,ER,train,Think about how you were probably going to just waste the measly reward amount you were being offered for this HIT on junk food or coffee and think about what amazing things Save the Children would be able to do with that money.,Challenge potential use of reward,0.0,0
P4G,20180808-032354_369_live,0,ER,train,Just found out there are tons of sick kids right now over seas that need help,Informing about the situation of sick kids overseas,0.0,0
P4G,20180808-032354_369_live,1,EE,train,wow that sounds like a problem,Expressing concern about the problem,0.0,0
P4G,20180808-032354_369_live,2,ER,train,It is a huge problem to them but you and I do not have that problem huh?,Highlighting the difference in personal impact,0.0,0
P4G,20180808-032354_369_live,3,EE,train,actually i have a kid that is sick and overseas right now,Revealing personal connection to the issue,0.0,0
P4G,20180808-032354_369_live,4,ER,train,What are you doing to help?,Inquiring about actions taken to help,0.0,0
P4G,20180808-032354_369_live,5,EE,train,donating money to them,Stating their contribution method,0.0,0
P4G,20180808-032354_369_live,6,ER,train,You know there is an organization I donate money also too.,Sharing information about their own contribution,0.0,0
P4G,20180808-032354_369_live,7,EE,train,tell me more?,Requesting more information,0.0,0
P4G,20180808-032354_369_live,8,ER,train,It is called 'Save the Children'.,Providing the name of the organization,0.0,0
P4G,20180808-032354_369_live,9,ER,train,"It is an international organization that promotes children's rights, provides relief and helps support children in developing countries.",Explaining the organization's mission,0.0,0
P4G,20180808-032354_369_live,10,EE,train,do they help kids in africa,Inquiring about the organization's scope,0.0,0
P4G,20180808-032354_369_live,11,ER,train,all developing countries in the world,Clarifying the organization's reach,0.0,0
P4G,20180808-032545_201_live,0,ER,train,HI GOOD MORNING,Greeting the other person,0.0,0
P4G,20180808-032545_201_live,1,EE,train,Good morning.,Responding to the greeting,0.0,0
P4G,20180808-032545_201_live,2,EE,train,How are you today?,Inquiring about the other person's well-being,0.0,0
P4G,20180808-032545_201_live,3,ER,train,"FINE,SAVE THE CHILDREN , HOW DO YOU THINK ABOUT THE DONATION THE SAVE THE CHILD.",Stating their condition and introducing the topic of donation,0.0,0
P4G,20180808-032545_201_live,4,EE,train,I don't usually donate to charities.,Expressing personal stance on donations,0.0,0
P4G,20180808-032545_201_live,5,EE,train,Is that something that you personally do?,Inquiring about the other person's actions regarding donations,0.0,0
P4G,20180808-032545_201_live,6,ER,train,"NO BUT, ITS A INTERNATIONAL NON-GOVERNMENTAL ORGANIZATION TO THE CHILD",Clarifying their stance and providing information about the organization,0.0,0
P4G,20180808-032545_201_live,7,EE,train,I like the fact that it's an international organization.,Expressing a positive opinion about the organization,0.0,0
P4G,20180808-032545_201_live,8,EE,train,What kinds of things do children's charities do?,Inquiring about the activities of children's charities,0.0,0
P4G,20180808-032545_201_live,9,ER,train,"SAVE THE CHILDREN , FOR YOUR CLARIFICATION YOU GO AND CHECK THE  URL WEBSITE.",Directing the other person to the organization's website for more information,0.0,0
P4G,20180808-032545_201_live,10,ER,train,ITS VERY HELPFUL TO THE ORGANIZATION.,Emphasizing the helpfulness of the organization,0.0,0
P4G,20180808-032545_201_live,11,EE,train,I took a look at the website.,Confirming that they have checked the website,0.0,0
P4G,20180808-032545_201_live,12,EE,train,So it looks like the money goes toward health and education?,Seeking confirmation about the allocation of funds,0.0,0
P4G,20180808-032545_201_live,13,EE,train,Things like that?,Seeking further clarification,0.0,0
P4G,20180808-032545_201_live,14,ER,train,"YES, SO HOW MUCH DO YOU LIKE TO DONATE TO THE CHARITY NOW?",Asking for a donation,0.0,0
P4G,20180808-034448_815_live,0,ER,valid,Hi there.,Greeting the other person.,0.0,0
P4G,20180808-034448_815_live,1,ER,valid,Have you ever thought about who the most vulnerable people are when a natural disaster strikes?,Introducing a thought-provoking question about vulnerable people during natural disasters.,0.0,0
P4G,20180808-034448_815_live,2,ER,valid,Or when there's political unrest?,Expanding the context to include political unrest.,0.0,0
P4G,20180808-034448_815_live,3,EE,valid,That is something I do not think about.,Expressing a lack of prior consideration on the topic.,0.0,0
P4G,20180808-034448_815_live,4,ER,valid,"Actually, I'm really troubled by the answer.",Expressing personal concern about the issue.,0.0,0
P4G,20180808-034448_815_live,5,ER,valid,"In countries like Syria, 1000 children have been killed during the civil war.",Providing a specific example to illustrate the concern.,0.0,0
P4G,20180808-034448_815_live,6,ER,valid,Isn't that insane?,Seeking agreement or reaction to the provided example.,0.0,0
P4G,20180808-034448_815_live,7,EE,valid,That is terrible.,Expressing sympathy and agreement with the concern.,0.0,0
P4G,20180808-034448_815_live,8,EE,valid,I wish this wasn't true.,Expressing a wish that the situation were different.,0.0,0
P4G,20180808-034448_815_live,9,ER,valid,Seriously.,Affirming the previous statement.,0.0,0
P4G,20180808-034448_815_live,10,ER,valid,"Adults often can't fend for themselves when there's a crisis, but children are especially vulnerable.",Highlighting the particular vulnerability of children in crises.,0.0,0
P4G,20180808-034448_815_live,11,ER,valid,"Do you think that if you could do something to help Syrian children or children in Indonesia, which just experienced an earthquake, you would?.",Asking if the other person would be willing to help children in crisis situations.,0.0,0
P4G,20180808-034448_815_live,12,EE,valid,"That would be something I would do, yes.",Expressing willingness to help.,0.0,0
P4G,20180808-034448_815_live,13,ER,valid,"Yeah, me too.",Expressing agreement and shared sentiment.,0.0,0
P4G,20180808-034448_815_live,14,ER,valid,Every day I watch the news and hear about victims all over the world and feel kind of powerless.,Sharing personal feelings of powerlessness in the face of global issues.,0.0,0
P4G,20180808-034448_815_live,15,EE,valid,You have more power than you realize.,Encouraging the other person by suggesting they have more power than they realize.,0.0,0
P4G,20180808-034448_815_live,16,ER,valid,Can you elaborate.,Requesting further explanation.,0.0,0
P4G,20180808-034448_815_live,17,ER,valid,How do you think people like us could help?,Asking for specific ideas on how people can help.,0.0,0
P4G,20180808-034448_815_live,18,EE,valid,We could either donate money or our time.,Suggesting ways to help  such as donating money or time.,0.0,0
P4G,20180808-035715_390_live,0,ER,test,"Hello, how are you doing today?",Initiate conversation and establish rapport,0.0,0
P4G,20180808-035715_390_live,1,EE,test,Good thanks!,Respond positively and acknowledge greeting,0.0,0
P4G,20180808-035715_390_live,2,EE,test,You?,Inquire about the other person's well-being,0.0,0
P4G,20180808-035715_390_live,3,ER,test,Very well.,Respond positively to maintain rapport,0.0,0
P4G,20180808-035715_390_live,4,ER,test,Do you have any particular hobbies that you enjoy?,Inquire about the other person's hobbies to build connection,0.0,0
