dialogue_id,donation_amount,donation_made,utterance_idx,speaker,utterance,intention
20180723-120746_371_live,0.0,No,21,EE,Paypal is usually my choice.,Stating a preference for using Paypal
20180723-120746_371_live,0.0,No,22,ER,It is a great choice.,Affirming the choice of Paypal
20180723-120746_371_live,0.0,No,23,ER,All I need is your Paypal email and I will submit a request for the donation so that all you have to do is accept it.,Requesting the Paypal email to proceed with the donation
20180723-121545_265_live,0.0,No,0,ER,Hey!,Greeting
20180723-121545_265_live,0.0,No,1,EE,"Hi there, how's it going?",Greeting and Inquiry
20180723-121545_265_live,0.0,No,2,ER,"So I wanted to explain a little about the Save the Children foundation, and why donating is important..",Introduction and Explanation
20180723-121545_265_live,0.0,No,3,ER,"It's a non governmental program that promotes the rights of children, and provides relief to these children in developing countries",Explanation
20180723-121545_265_live,0.0,No,4,EE,They sound like an interesting charity.,Acknowledgment
20180723-121545_265_live,0.0,No,5,EE,How do they go about providing relief to the children?,Inquiry
20180723-121545_265_live,0.0,No,6,ER,"Well, they provide education, food, and clothing.",Explanation
20180723-121545_265_live,0.0,No,7,ER,"Also, when a child is sick, they sometimes don't have the funds for proper healthcare, so unfortunately they die.",Explanation
20180723-121545_265_live,0.0,No,8,ER,It's really terrible.,Expression of Emotion
20180723-121545_265_live,0.0,No,9,ER,"So many children die from hunger, and it's not fair.",Expression of Emotion
20180723-121545_265_live,0.0,No,10,EE,Why are you passionate about this particular one?,Inquiry
20180723-121545_265_live,0.0,No,11,EE,There are so many charities that claim to do the same things.,Expression of Skepticism
20180723-121545_265_live,0.0,No,12,ER,"It is the worlds first global charity for children, and have credentials to back them up.",Justification
20180723-121545_265_live,0.0,No,13,ER,Charity watch group gives them the top rating for achieving results.,Justification
20180723-121545_265_live,0.0,No,14,ER,"The money is truly going to the children, as opposed to the company",Justification
20180723-121545_265_live,0.0,No,15,EE,You sound very passionate about them.,Acknowledgment
20180723-121545_265_live,0.0,No,16,EE,Ok. I'll believe you.,Expression of Trust
20180723-121545_265_live,0.0,No,17,ER,That's so great.,Expression of Gratitude
20180723-121545_265_live,0.0,No,18,ER,So will you donate a little of your earnings towards this charity?,Request for Action
20180723-121545_265_live,0.0,No,19,EE,I may be interested.,Expression of Interest
20180723-121545_265_live,0.0,No,20,EE,What are the amounts to donate?,Inquiry
20180723-121545_265_live,0.0,No,21,ER,Your donation will be directly deducted from your task payment.,Explanation
20180723-121545_265_live,0.0,No,22,ER,You can choose any amount from 0 to all of your payment.,Explanation
20180723-121545_265_live,0.0,No,23,ER,"I wouldn't suggest all of your payment, but just a small amount would help",Suggestion
20180723-121545_265_live,0.0,No,24,EE,I will donate $0.25,Commitment
20180723-121545_265_live,0.0,No,25,ER,That would be so great.,Expression of Gratitude
20180723-121545_265_live,0.0,No,26,ER,You are extremely generous,Compliment
20180723-121545_265_live,0.0,No,27,EE,I admire your effort reaching to people to help the charity.,Compliment
20180723-121545_265_live,0.0,No,28,ER,"Yeah, I think helping Children is the most important charity there could be.",Expression of Belief
20180723-121545_265_live,0.0,No,29,ER,"Unfortunately, there are way too many scam companies out there",Expression of Concern
20180723-122005_335_live,0.0,No,0,ER,Have you thought about giving to the Save the Children charity?,To introduce the topic of donating to the Save the Children charity
20180723-122005_335_live,0.0,No,1,EE,I used to donate to them.,To share past experience with the charity
20180723-122005_335_live,0.0,No,2,EE,Do you like that charity?,To inquire about the other person's opinion on the charity
20180723-122005_335_live,0.0,No,3,ER,"I think that they are good, they help a lot of children",To express a positive opinion about the charity
20180723-122005_335_live,0.0,No,4,EE,What do they do exactly?,To seek more information about the charity's activities
20180723-122005_335_live,0.0,No,5,ER,"They work for the rights of children in developing countries in safety, health, education",To provide detailed information about the charity's work
20180723-122005_335_live,0.0,No,6,EE,"That is super important work, obviously.",To acknowledge the importance of the charity's work
20180723-122005_335_live,0.0,No,7,EE,Do you know if they are a trustworthy organization?,To inquire about the trustworthiness of the charity
20180723-122005_335_live,0.0,No,8,ER,"Yes they are very trustworthy, and they have been around for a long time",To affirm the trustworthiness and longevity of the charity
20180723-122005_335_live,0.0,No,9,EE,I can't stand charities where the top level execs make a ton of money,To express a dislike for charities with high executive salaries
20180723-122005_335_live,0.0,No,10,ER,"I agree, that doesn't happen with this charity, most of the money goes to helping the children",To reassure that this charity allocates most funds to helping children
20180723-122005_335_live,0.0,No,11,EE,that's good to hear.,To express relief or satisfaction with the information provided
20180723-122005_335_live,0.0,No,12,EE,they sound like a good charity to donate to,To indicate a positive impression of the charity
20180723-122005_335_live,0.0,No,13,ER,I would highly recommend it,To strongly recommend the charity
20180723-122005_335_live,0.0,No,14,EE,what other organizations would you consider?,To inquire about other recommended organizations
20180723-122005_335_live,0.0,No,15,ER,This is the only one that comes to mind,To indicate that no other organizations come to mind
20180808-001810_178_live,0.0,No,0,ER,Hi!,Greeting
20180808-001810_178_live,0.0,No,1,EE,Hi,Greeting
20180808-001810_178_live,0.0,No,2,ER,So there's a great charity called Save the Children.,Introducing a topic
20180808-001810_178_live,0.0,No,3,ER,HAve you heard of it?,Inquiring about prior knowledge
20180808-001810_178_live,0.0,No,4,EE,"yes, I believe i have , is it for kids with Cancer?",Confirming knowledge and seeking clarification
20180808-001810_178_live,0.0,No,5,ER,Yes it is.,Confirming information
20180808-001810_178_live,0.0,No,6,ER,It is to help kids with unfortunate diseases and things of that nature.,Providing additional information
20180808-001810_178_live,0.0,No,7,ER,I feel heartbroken for some of these kids.,Expressing empathy
20180808-001810_178_live,0.0,No,8,EE,I also hate seeing children so helpless.,Expressing empathy
20180808-001810_178_live,0.0,No,9,EE,I think this charity also helps with kids over seas in haiti too.,Providing additional information
20180808-001810_178_live,0.0,No,10,ER,Yes it does.,Confirming information
20180808-001810_178_live,0.0,No,11,ER,"Overall, it has gotten great reviews and many people who have donated feel gratified for doing their small part in potentially saving someone's life.",Providing positive feedback and encouraging participation
20180808-001810_178_live,0.0,No,12,ER,I have donated before to the charity.,Sharing personal experience
20180808-001810_178_live,0.0,No,13,EE,I was just about to mention that I never really have donated to any organization.,Sharing personal experience
20180808-001810_178_live,0.0,No,14,EE,if there is one i support it would definately be this one.,Expressing support
20180808-001810_178_live,0.0,No,15,EE,I am sure there are many ways to help,Expressing belief in multiple ways to help
20180808-001810_178_live,0.0,No,16,ER,"Yes, absolutely.",Agreeing
20180808-001810_178_live,0.0,No,17,ER,"I remember when I donated, the foundation sent me an update about how one of the patients was doing.",Sharing personal experience
20180808-001810_178_live,0.0,No,18,ER,It felt great to see a little reflection of what my donation was helping to do.,Expressing positive feelings about the experience
20180808-001810_178_live,0.0,No,19,EE,That is amazing!!!,Expressing amazement
20180808-001810_178_live,0.0,No,20,EE,"I will absolutely look to donating something later, just because I have always wanted to anyways and now this so why not.",Expressing intention to donate
20180808-001810_178_live,0.0,No,21,EE,"anything helps and It would make me feel better to know that I tried even if it not a big amount, I will donate what I can and continue.",Expressing intention to donate and rationale
20180808-001810_178_live,0.0,No,22,ER,Okay great.,Expressing approval
20180808-001810_178_live,0.0,No,23,ER,That sounds perfect.,Expressing approval
20180808-001810_178_live,0.0,No,24,ER,How much would you like to donate now?,Inquiring about donation amount
20180808-001810_178_live,0.0,No,25,ER,It could be any amount from $0 to what your payment for this task would be.,Providing options for donation amount
20180808-001810_178_live,0.0,No,26,EE,how would i do it now,Seeking clarification on the process
20180808-001810_178_live,0.0,No,27,ER,"Well, you would just tell me what you would like to donate out of your $2.",Providing instructions
20180808-001810_178_live,0.0,No,28,ER,"Like I said, it goes to Save the Children and any amount helps.",Encouraging donation
20180808-001810_178_live,0.0,No,29,ER,"However, it is completely up to you!",Emphasizing choice
20180808-001810_178_live,0.0,No,30,ER,Your time is valuable.,Valuing the other person's time
20180808-001810_178_live,0.0,No,31,EE,"right, well i feel horrible only saying $0 but i will say $0.00 because i want to go the website with my daughter and look it over and then donate there so she can be part of it",Expressing intention to donate later and rationale
20180808-004203_194_live,0.0,No,0,ER,Hi,Greeting
20180808-004203_194_live,0.0,No,1,EE,hello,Greeting
20180808-004203_194_live,0.0,No,2,ER,Would you like to help an important cause?,Requesting participation in a cause
20180808-004203_194_live,0.0,No,3,EE,Depends on which one you are talking about.,Seeking clarification
20180808-004203_194_live,0.0,No,4,ER,It's for children,Providing additional information
20180808-004203_194_live,0.0,No,5,EE,Sounds interesting but can you be a bit more specific?,Requesting more specific information
20180808-004203_194_live,0.0,No,6,ER,It's called SAVE the CHILDREN.,Providing the name of the cause
20180808-004203_194_live,0.0,No,7,ER,It help poor kids in need of food and shelter,Explaining the cause's purpose
20180808-004203_194_live,0.0,No,8,EE,Does it help children in this country or in another country?,Seeking clarification on the scope of the cause
20180808-004203_194_live,0.0,No,9,ER,It helps kids in this country,Clarifying the scope of the cause
20180808-004203_194_live,0.0,No,10,EE,Great!,Expressing approval
20180808-004203_194_live,0.0,No,11,EE,I believe my money should first focus on children in need in this country.,Expressing personal belief
20180808-004203_194_live,0.0,No,12,ER,Great.,Expressing agreement
20180808-004203_194_live,0.0,No,13,ER,How much would you like to help with?,Requesting a donation amount
20180808-004203_194_live,0.0,No,14,EE,"Before I commit to a donation, can you tell me how much actually goes to the children and how much goes to the organization itself?",Requesting detailed financial information
20180808-004203_194_live,0.0,No,15,ER,Whatever you donate will be deducted from your payment for this hit,Explaining the donation process
20180808-004203_194_live,0.0,No,16,EE,What percentage of the donation actually goes to the children and how much goes to the administration of the charity?,Requesting specific financial breakdown
20180808-004203_194_live,0.0,No,17,ER,The research team sends ALL the money to the donation,Assuring that all money goes to the donation
20180808-011341_389_live,0.5,Yes,0,ER,Hello.,Greeting the other person.
20180808-011341_389_live,0.5,Yes,1,ER,I have a story to share with you.,Introducing the purpose of the conversation.
20180808-011341_389_live,0.5,Yes,2,EE,Of course im hear to listen .,Expressing willingness to listen.
20180808-011341_389_live,0.5,Yes,3,ER,I just donated to Save the Children and feel like it will be super helpful.,Sharing a recent charitable action.
20180808-011341_389_live,0.5,Yes,4,ER,There was a child who died of hunger and I think my donation will help other children.,Providing context and reasoning for the donation.
20180808-011341_389_live,0.5,Yes,5,EE,Yes i believe it most DEFINETLY will make a big impact on others lives and its amazing to see such kind hearted people like yourself do so.,Affirming the positive impact of the donation and complimenting the speaker.
20180808-011341_389_live,0.5,Yes,6,ER,Thanks!,Expressing gratitude.
20180808-011341_389_live,0.5,Yes,7,ER,"I just read that The United Nations estimated last year 25,000 people still die of hunger daily.",Sharing a fact to emphasize the severity of the issue.
20180808-011341_389_live,0.5,Yes,8,ER,That means more than 9.1 million people die of hunger every year.,Providing additional context to highlight the problem.
20180808-011341_389_live,0.5,Yes,9,EE,"Yes its such a sad thing to see happen myself and family are very kind hearted and feel for all the people around the world who are suffering from this , And would love to make a change and to help .",Expressing empathy and a desire to help.
20180808-011341_389_live,0.5,Yes,10,ER,Great to hear there are still kind hearted people to help people suffering!,Expressing appreciation for others' kindness.
20180808-011341_389_live,0.5,Yes,11,ER,It makes me angry to know of so many children in danger in the world.,Expressing frustration about the issue.
20180808-011341_389_live,0.5,Yes,12,EE,Yes its so sad how people can go about their day and not think of those who are in great need !,Agreeing and expressing sadness about the situation.
20180808-011341_389_live,0.5,Yes,13,EE,Especially those who are very wealthy themselves and don't care to make a difference,Criticizing wealthy individuals who do not help.
20180808-011341_389_live,0.5,Yes,14,ER,I agree!,Agreeing with the previous statement.
20180808-011341_389_live,0.5,Yes,15,ER,I certainly am not wealthy but still try to make donation as often as I can.,Sharing personal financial status and commitment to donating.
20180808-011341_389_live,0.5,Yes,16,ER,"There are some wealthy people that are great philanthropists, but I think more people like you and I are needed to make even small donations.",Emphasizing the importance of small donations from many people.
20180808-011341_389_live,0.5,Yes,17,ER,Have you ever been to the Save the Children website?  URL,Inquiring if the other person is familiar with the charity.
20180808-011341_389_live,0.5,Yes,18,EE,Yes most definitely i totally agree with you!,Agreeing with the previous statement.
20180808-011341_389_live,0.5,Yes,19,EE,Yes i do i actually watch a family on youtube that raises money every year live streaming for save the children and all the money they receive goes to save the children,Sharing personal experience related to the charity.
20180808-011341_389_live,0.5,Yes,20,ER,You can make a donation from your incoming earning from this task to Save the Children.,Suggesting a way to donate.
20180808-011341_389_live,0.5,Yes,21,ER,Even just a small amount makes a difference?,Encouraging even small donations.
20180808-011341_389_live,0.5,Yes,22,ER,I just realized I sound like a telemarketer!,Self-reflecting on the tone of the conversation.
20180808-011341_389_live,0.5,Yes,23,ER,Can you donate part of your payment?,Directly asking for a donation.
20180808-011341_389_live,0.5,Yes,24,ER,I think we should.,Expressing a collective responsibility to donate.
20180808-011341_389_live,0.5,Yes,25,EE,As of right now i honestly would but i dont have the funds for it if their are other ways im albe to get others to donate as well and help out in any way possible i will be more then willing to do so..,Explaining current financial constraints and willingness to help in other ways.
20180808-011341_389_live,0.5,Yes,26,ER,Even just a small donation helps.,Reiterating the value of small donations.
20180808-011341_389_live,0.5,Yes,27,ER,I will donate again if you match the amount of a snack!,Proposing a matching donation challenge.
20180808-011341_389_live,0.5,Yes,28,ER,Maybe .50 perhaps?,Suggesting a specific small donation amount.
20180808-011341_389_live,0.5,Yes,29,EE,of course i could do so from my paypal,Agreeing to make a donation.
20180808-011341_389_live,0.5,Yes,30,ER,The research team will collect donations and send it to Save the Children.,Explaining the donation process.
20180808-011341_389_live,0.5,Yes,31,ER,So we don't even need to use Paypal.,Clarifying that PayPal is not needed.
20180808-011341_389_live,0.5,Yes,32,EE,oh okay then thats awsome to hear,Expressing approval of the donation process.
20180808-011341_389_live,0.5,Yes,33,ER,Ok great!,Expressing satisfaction with the agreement.
20180808-011341_389_live,0.5,Yes,34,ER,I think we are really part of the solution this way.,Expressing belief in the positive impact of their actions.
20180808-011341_389_live,0.5,Yes,35,ER,Especially if that story of a child who died makes you angry like me.,Connecting the donation to an emotional response.
20180808-011341_389_live,0.5,Yes,36,ER,It's so easy we won't even miss it.,Emphasizing the ease of making a small donation.
20180808-011341_389_live,0.5,Yes,37,EE,Exacally if 50cents can make a differnce in someones like and i can help im all for it !!,Expressing willingness to help with a small donation.
20180808-011341_389_live,0.5,Yes,38,ER,(Inserts high five) My good deed for the day is done!,Expressing satisfaction with their good deed.
20180808-011341_389_live,0.5,Yes,39,ER,I try to do little things like this whenever I can.,Sharing a personal habit of doing good deeds.
20180808-011341_389_live,0.5,Yes,40,ER,"In fact, I'm going to match your .50 and donate a $1.",Increasing their donation amount.
20180808-013755_350_live,2.0,Yes,0,ER,Good morning.,Greeting the other participant
20180808-013755_350_live,2.0,Yes,1,ER,It is early in the morning on the East Coast of the USA where I am.,Providing context about their location and time
20180808-013755_350_live,2.0,Yes,2,ER,Where are you located,Inquiring about the other participant's location
20180808-013755_350_live,2.0,Yes,3,EE,good morning too and am also same as your location,Responding to the greeting and sharing their location
20180808-013755_350_live,2.0,Yes,4,ER,Well we are up early.,Commenting on the early hour
20180808-013755_350_live,2.0,Yes,5,ER,This chat is really I think to talk about various charities and activities.,Introducing the main topic of the conversation
20180808-013755_350_live,2.0,Yes,6,ER,Do you do a lot of charity work.,Inquiring about the other participant's involvement in charity work
20180808-013755_350_live,2.0,Yes,7,ER,I do a fair amount,Sharing their own involvement in charity work
20180808-013755_350_live,2.0,Yes,8,EE,ok what can i help with that,Asking how they can assist with the topic
20180808-013755_350_live,2.0,Yes,9,ER,I do mostly charity walks and donations.,Describing the type of charity work they do
20180808-013755_350_live,2.0,Yes,10,ER,How about you,Inquiring about the other participant's charity activities
20180808-013755_350_live,2.0,Yes,11,EE,i did only charity walks and rare to take the donations,Sharing their own charity activities
20180808-013755_350_live,2.0,Yes,12,ER,Charity walks are great.,Expressing approval of charity walks
20180808-013755_350_live,2.0,Yes,13,ER,I usually like to focus on charities that help children since I think they are most vulnerable,Explaining their focus on children's charities
20180808-013755_350_live,2.0,Yes,14,EE,i also usually focus that,Agreeing with the focus on children's charities
20180808-013755_350_live,2.0,Yes,15,ER,"Often times I do ones that deal with local family shelters with children, cancer for children etc but many times I do Unicef and Save the Children.",Providing examples of specific charities they support
20180808-013755_350_live,2.0,Yes,16,ER,Have you heard of those,Asking if the other participant is familiar with those charities
20180808-013755_350_live,2.0,Yes,17,EE,i mostly deal with friend and other persons,Describing their own approach to charity work
20180808-013755_350_live,2.0,Yes,18,ER,Me too but right now there is a great need for help internationally.,Agreeing and highlighting the need for international help
20180808-013755_350_live,2.0,Yes,19,ER,One of the organizations I know of is the Save the Children.,Introducing a specific organization  Save the Children
20180808-013755_350_live,2.0,Yes,20,ER,"It  is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",Providing information about Save the Children
20180808-013755_350_live,2.0,Yes,21,EE,support children in more development country?,Seeking clarification about the organization's focus
20180808-013755_350_live,2.0,Yes,22,ER,"yes, because really we have a lot of support in the US but so many countries just do not have the infrastructure or governmental or non governmental structure to help in any real way.",Clarifying the need for support in developing countries
20180808-013755_350_live,2.0,Yes,23,ER,Save the children goes in and provides food and other relief,Explaining the type of support provided by Save the Children
20180808-013755_350_live,2.0,Yes,24,ER,food also the main problem of the more countries,Commenting on the widespread issue of food scarcity
20180808-013755_350_live,2.0,Yes,25,ER,I am not sure if you are aware but the research team for this task will collect any donations we make from the payment of the task  and send it to Save the Children,Informing about the donation process related to the task payment
20180808-013755_350_live,2.0,Yes,26,EE,awareness is less than the more countries so they need some help,Agreeing and emphasizing the need for awareness and help
20180808-020257_457_live,1.0,Yes,0,ER,"Hello, how are you today?",Initiate conversation and greet
20180808-020257_457_live,1.0,Yes,1,EE,I am doing good and you?,Respond to greeting and reciprocate inquiry
20180808-020257_457_live,1.0,Yes,2,ER,"I am fine thanks, It's not been a long time I am on MTurk, but It is interesting how they are working on donating, Are you interested in donating?",Share personal experience and inquire about interest in donating
20180808-020257_457_live,1.0,Yes,3,EE,"Yes I donate to a few causes like breast cancer for women, autism awareness and March of dimes for children.",Express interest and share personal donation activities
20180808-020257_457_live,1.0,Yes,4,ER,that is so nice of you.,Compliment the other person
20180808-020257_457_live,1.0,Yes,5,ER,"Have you ever heard about the organization ""Save the Children"" ?",Inquire about familiarity with a specific organization
20180808-020257_457_live,1.0,Yes,6,EE,Yes I have but don't know a whole lot about them since there are so many children related charities.,Acknowledge familiarity but express limited knowledge
20180808-020257_457_live,1.0,Yes,7,ER,This is one of the biggest charities working for children.,Provide information about the organization
20180808-020257_457_live,1.0,Yes,8,ER,They work in almost 120 countries and on different issues related to children.,Expand on the organization's scope and activities
20180808-020257_457_live,1.0,Yes,9,EE,OK I will educate myself on them when we are done with our conversation.,Express intention to learn more after the conversation
20180808-020257_457_live,1.0,Yes,10,ER,"That is good, We can talk about it too.",Offer to discuss the organization further
20180808-020257_457_live,1.0,Yes,11,ER,It is their website if you like to visit:  URL,Provide a resource (website URL) for further information
20180808-020257_457_live,1.0,Yes,12,EE,OK thanks.,Acknowledge receipt of the resource
20180808-020257_457_live,1.0,Yes,13,EE,I reviewed the site quickly.,Indicate having reviewed the provided resource
20180808-020257_457_live,1.0,Yes,14,EE,Sure is sad to see so many children in distress around the world.,Express empathy and concern for children in distress
20180808-020257_457_live,1.0,Yes,15,ER,"Yes it makes me very sad too, but it is also nice to be able to help small even small amount.",Express shared sadness and the importance of helping
20180808-020257_457_live,1.0,Yes,16,ER,I have a soft heart for children,Share personal sentiment towards children
20180808-020257_457_live,1.0,Yes,17,EE,"Me too, since I am a parent of 2 children myself.",Relate personal experience as a parent
20180808-020257_457_live,1.0,Yes,18,EE,As a parent you want to do all you can for them.,Express parental desire to help children
20180808-020257_457_live,1.0,Yes,19,ER,I agree with you.,Express agreement with the sentiment
20180808-020257_457_live,1.0,Yes,20,ER,It makes my heart happy how people care about children.,Express happiness about people's care for children
20180808-020257_457_live,1.0,Yes,21,ER,"I think HIT donation is a good thin since websites usually have minimum payment option, but on HITs we can donate 1 cent or more, makes it so much easier.",Share opinion on the convenience of HIT donations
20180808-020257_457_live,1.0,Yes,22,EE,"Yes I don't mind if there is a feature I can turn on where every hit I do, a few cents go to the charity of my choice.",Express willingness to use a feature for automatic donations
20180808-020257_457_live,1.0,Yes,23,ER,That is so sweet.,Compliment the other person's idea
20180808-020257_457_live,1.0,Yes,24,ER,I've learnt it from you.,Express having learned from the other person
20180808-020257_457_live,1.0,Yes,25,ER,I will do the same since now.,Express intention to adopt the same practice
20180808-020257_457_live,1.0,Yes,26,ER,It might look small but I am sure it will end up big,Express belief in the cumulative impact of small donations
20180808-022005_838_live,0.0,No,0,ER,"Hello, how are you today.",Greeting and initiating conversation
20180808-022005_838_live,0.0,No,1,EE,"Very well, thank you.",Responding to greeting
20180808-022005_838_live,0.0,No,2,EE,And you?,Inquiring about the other person's well-being
20180808-022005_838_live,0.0,No,3,ER,"I'm great, thank you.",Responding to inquiry and expressing well-being
20180808-022005_838_live,0.0,No,4,ER,I'm wondering if I can have a moment of your time to talk to you about a charity program I work with?,Requesting time to discuss a charity program
20180808-022005_838_live,0.0,No,5,EE,Sure.,Agreeing to listen
20180808-022005_838_live,0.0,No,6,EE,Go right ahead.,Encouraging the speaker to proceed
20180808-022005_838_live,0.0,No,7,ER,Thank you.,Expressing gratitude
20180808-022005_838_live,0.0,No,8,ER,"I'm hoping you would like to donate some of your task payment to the charity 'Save the Children', and organization that promotes children's rights and supports children in developing countries.",Requesting a donation and providing information about the charity
20180808-022005_838_live,0.0,No,9,EE,"I would be interested in doing do, however I must tell you I am generally very skeptical about charity orginizations in general.",Expressing interest but also skepticism about charities
20180808-022005_838_live,0.0,No,10,EE,I know of many that I do not support due to the 6 figure salaries of the CEO.,Providing reasons for skepticism
20180808-022005_838_live,0.0,No,11,EE,"And the fact that not much of the donation actually get to the ""cause"".",Further elaborating on reasons for skepticism
20180808-022005_838_live,0.0,No,12,ER,I completely understand the skepticism due to a tenfold of shady organizations these days.,Acknowledging and understanding the skepticism
20180808-022005_838_live,0.0,No,13,ER,"However, I can guarantee you Save the Children is a professional organization that promises their donations go to a trustable fund to support international children's causes.",Assuring the credibility of the charity
20180808-022005_838_live,0.0,No,14,EE,"You have my attention, however this HIT is running Very long for 2 bucks already.",Expressing interest but concern about the time spent
20180808-022005_838_live,0.0,No,15,ER,So can I conclude that you'd like to donate to the charity now?,Seeking confirmation for the donation
20180808-022005_838_live,0.0,No,16,ER,Your donation will be directly deducted from your task payment.,Explaining the donation process
20180808-022005_838_live,0.0,No,17,EE,"No, you may not draw that conclusion yet.",Declining to confirm the donation
20180808-022005_838_live,0.0,No,18,EE,I still know nothing about the charity and I\'m already a half hour into a 2 dollar HIT.,Expressing frustration about the time spent and lack of information
20180808-022005_838_live,0.0,No,19,EE,"I do not do this ""only"" for the money, but to try and help any way I can.",Explaining motivation beyond monetary gain
20180808-022005_838_live,0.0,No,20,EE,That\'s the only reason I\'m still here.,Reiterating motivation for staying in the conversation
20180808-022005_838_live,0.0,No,21,ER,I can understand that.,Expressing understanding
20180808-022005_838_live,0.0,No,22,ER,So i'd really like to thank you for your interest and time.,Thanking for interest and time
20180808-022005_838_live,0.0,No,23,ER,I can assure you if you donate as little as a penny to this charity you can be part of the solution to put an end to children's struggles from all over the world.,Encouraging even a small donation and emphasizing its impact
20180808-022005_838_live,0.0,No,24,EE,I have been doing some research while waiting for your responses.,Indicating independent research on the charity
20180808-022005_838_live,0.0,No,25,EE,I'll donate .50.,Agreeing to make a small donation
20180808-022005_838_live,0.0,No,26,ER,Thank you so much.,Expressing gratitude for the donation
20180808-022005_838_live,0.0,No,27,ER,Your donation is very much appreciated.,Appreciating the donation
20180808-022005_838_live,0.0,No,28,EE,You are welcome.,Responding to gratitude
20180808-022005_838_live,0.0,No,29,EE,"It would be more, but not without more research.",Explaining the reason for the small donation
20180808-022005_838_live,0.0,No,30,EE,"This HIT is a rip off, taking far too much time.",Expressing dissatisfaction with the task duration
20180808-022730_384_live,0.0,No,0,ER,Hello how are you?,Initiate conversation
20180808-022730_384_live,0.0,No,1,EE,"Hey, I am doing well",Respond to greeting
20180808-022730_384_live,0.0,No,2,ER,I have a friend of mine in another country who lost a child today to hunger,Share a tragic news
20180808-022730_384_live,0.0,No,3,EE,That is terrible.,Express sympathy
20180808-022730_384_live,0.0,No,4,EE,Are there any charities that work in that area?,Inquire about possible solutions
20180808-022730_384_live,0.0,No,5,ER,Yeah.,Confirm availability of charities
20180808-022730_384_live,0.0,No,6,ER,It's really sad we have the money to just splurge on stuff in our normal every day lives but we can't spend just a few bucks a month or year for the children!,Express frustration about societal priorities
20180808-022730_384_live,0.0,No,7,EE,It hurts my heart when I see those children's charity commercials.,Express emotional impact
20180808-022730_384_live,0.0,No,8,ER,Yeah I know.,Agree with EE's sentiment
20180808-022730_384_live,0.0,No,9,ER,What do you think we can do?,Seek suggestions for action
20180808-022730_384_live,0.0,No,10,ER,Donate some money maybe?,Suggest a possible action
20180808-022730_384_live,0.0,No,11,EE,30 dollars a month can change a child's life,Provide specific information about donation impact
20180808-022730_384_live,0.0,No,12,ER,Yeah I know this great charity called Save the Children that takes money for this exact type of issue.,Recommend a specific charity
20180808-022730_384_live,0.0,No,13,ER,We should donate to them!,Encourage action
20180808-022730_384_live,0.0,No,14,EE,I know!,Express agreement
20180808-022730_384_live,0.0,No,15,EE,What a worthwhile cause!,Affirm the value of the cause
20180808-022730_384_live,0.0,No,16,ER,They also have a website  URL if you would like to look it up and make sure it's a legit organization,Provide additional information for verification
20180808-022730_384_live,0.0,No,17,EE,"Yeah, I have used Gospel for Asia in the past",Share past experience with a different charity
20180808-022730_384_live,0.0,No,18,ER,I think we should use Save the Children this time for a more global effort though,Advocate for a specific charity for broader impact
20180808-022730_384_live,0.0,No,19,EE,It feels good to make a difference if only for one child,Express positive feelings about making a difference
20180808-022730_384_live,0.0,No,20,ER,This is true.,Agree with EE's sentiment
20180808-022730_384_live,0.0,No,21,ER,I think I'm going to donate about $2.00 right now!,Declare intention to donate
20180808-022730_384_live,0.0,No,22,ER,It's weighing heavy on my heart.,Express emotional burden
20180808-022730_384_live,0.0,No,23,EE,That is freat!!,Encourage ER's decision
20180808-022730_384_live,0.0,No,24,EE,Good for you!,Praise ER's action
20180808-022730_384_live,0.0,No,25,ER,Do you want to donate some too?,Invite EE to join in donating
20180808-030338_328_live,0.0,No,0,ER,I want to tell you a little about a charity called Save the Children.,Introduce the topic of Save the Children charity
20180808-030338_328_live,0.0,No,1,ER,It is a non-profit organization that acts globally to promote children's rights.,Provide basic information about the organization
20180808-030338_328_live,0.0,No,2,ER,It also helps children in developing countries obtain necessary support and relief from their poverty and other troubles.,Explain the organization's mission and activities
20180808-030338_328_live,0.0,No,3,ER,It's truly a great organization that does amazing work.,Express a positive opinion about the organization
20180808-030338_328_live,0.0,No,4,EE,"Oh yeah, I donate to world vision, its the best for kids",Share personal experience with a similar charity
20180808-030338_328_live,0.0,No,5,ER,That's nice.,Acknowledge the listener's contribution
20180808-030338_328_live,0.0,No,6,ER,It's another good organization.,Agree and validate the listener's choice
20180808-030338_328_live,0.0,No,7,ER,Save the Children also a great and very professional organization.,Reiterate the quality of Save the Children
20180808-030338_328_live,0.0,No,8,ER,They are credentialed internationally and have a great reputation for using their money wisely.,Highlight the organization's credentials and reputation
20180808-030338_328_live,0.0,No,9,ER,Children everyday are dying of hunger and violence so it's really important to donate to help them.,Emphasize the urgency and importance of donations
20180808-030338_328_live,0.0,No,10,EE,"oh wow, that sounds important",Express realization of the importance
20180808-030338_328_live,0.0,No,11,ER,Yes.,Confirm the listener's realization
20180808-030338_328_live,0.0,No,12,ER,"They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves.",Detail the specific services provided by the organization
20180808-030338_328_live,0.0,No,13,EE,who do they help,Inquire about the beneficiaries of the organization
20180808-030338_328_live,0.0,No,14,ER,They help 157 million children in 120 countries worldwide,Provide specific data on the beneficiaries
